id,date,weather,weekday,store_nbr,item_nbr,item_name,unit_sales,onpromotion,category,holiday,item_class,perishable,cost_price,price
88998544,2016-08-25,53.6,Thursday,1,1441514,Carolina Long Grain White Rice 5 lb,1.0,False,GROCERY I,0,1008,0,5.1,6.99
88998724,2016-08-25,53.6,Thursday,1,1471460,Borden Whole Milk Gallon,1.0,False,DAIRY,0,2128,1,5.1,6.78
88998860,2016-08-25,53.6,Thursday,1,1686685,"Dole Bananas, 2 lb Bunch",3.0,False,PRODUCE,0,2034,1,2.8,3.96
89086529,2016-08-26,54.95,Friday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,5.0,False,GROCERY I,0,1096,0,6.6,8.84
89086752,2016-08-26,54.95,Friday,1,655749,Barilla Spaghetti Pasta 2 lb,2.0,False,GROCERY I,0,1096,0,5.9,7.85
89086818,2016-08-26,54.95,Friday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,4.0,False,GROCERY I,0,1070,0,6.2,8.29
89087221,2016-08-26,54.95,Friday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,4.0,True,BEVERAGES,0,1124,0,3.2,4.31
89087446,2016-08-26,54.95,Friday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,18.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
89087489,2016-08-26,54.95,Friday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,3.0,False,GROCERY I,0,1030,0,3.9,5.28
89087501,2016-08-26,54.95,Friday,1,1354390,Domino Granulated Sugar 4 lb,1.0,False,GROCERY I,0,1042,0,3.2,4.41
89087745,2016-08-26,54.95,Friday,1,1471460,Borden Whole Milk Gallon,2.0,False,DAIRY,0,2128,1,5.1,6.78
89087889,2016-08-26,54.95,Friday,1,1686685,"Dole Bananas, 2 lb Bunch",8.0,False,PRODUCE,0,2034,1,2.8,3.96
89088188,2016-08-26,54.95,Friday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,1.0,False,GROCERY I,0,1052,0,6.6,8.86
89177937,2016-08-27,56.55,Saturday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,3.0,False,CLEANING,0,3024,0,6.8,8.86
89178233,2016-08-27,56.55,Saturday,1,459804,Morton Iodized Salt 26 oz,2.0,False,GROCERY I,0,1086,0,2.2,3.11
89178392,2016-08-27,56.55,Saturday,1,655749,Barilla Spaghetti Pasta 2 lb,1.0,False,GROCERY I,0,1096,0,5.9,7.85
89178464,2016-08-27,56.55,Saturday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,3.0,False,GROCERY I,0,1070,0,6.2,8.29
89178873,2016-08-27,56.55,Saturday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,5.0,True,BEVERAGES,0,1124,0,3.2,4.31
89179097,2016-08-27,56.55,Saturday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,8.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
89179140,2016-08-27,56.55,Saturday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,3.0,False,GROCERY I,0,1030,0,3.9,5.28
89179149,2016-08-27,56.55,Saturday,1,1354390,Domino Granulated Sugar 4 lb,3.0,False,GROCERY I,0,1042,0,3.2,4.41
89179208,2016-08-27,56.55,Saturday,1,1441514,Carolina Long Grain White Rice 5 lb,1.0,False,GROCERY I,0,1008,0,5.1,6.99
89179392,2016-08-27,56.55,Saturday,1,1471460,Borden Whole Milk Gallon,3.0,False,DAIRY,0,2128,1,5.1,6.78
89179534,2016-08-27,56.55,Saturday,1,1686685,"Dole Bananas, 2 lb Bunch",7.0,False,PRODUCE,0,2034,1,2.8,3.96
89179831,2016-08-27,56.55,Saturday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,2.0,False,GROCERY I,0,1052,0,6.6,8.86
89277251,2016-08-28,53.5,Sunday,1,655749,Barilla Spaghetti Pasta 2 lb,1.0,False,GROCERY I,0,1096,0,5.9,7.85
89277296,2016-08-28,53.5,Sunday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,5.0,False,GROCERY I,0,1070,0,6.2,8.29
89277578,2016-08-28,53.5,Sunday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,11.0,True,BEVERAGES,0,1124,0,3.2,4.31
89277919,2016-08-28,53.5,Sunday,1,1471460,Borden Whole Milk Gallon,1.0,False,DAIRY,0,2128,1,5.1,6.78
89376088,2016-08-29,51.9,Monday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,2.0,False,GROCERY I,0,1096,0,6.6,8.84
89376133,2016-08-29,51.9,Monday,1,459804,Morton Iodized Salt 26 oz,1.0,False,GROCERY I,0,1086,0,2.2,3.11
89376354,2016-08-29,51.9,Monday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,8.0,False,GROCERY I,0,1070,0,6.2,8.29
89376746,2016-08-29,51.9,Monday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,3.0,False,BEVERAGES,0,1124,0,3.2,4.31
89376956,2016-08-29,51.9,Monday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,14.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
89376995,2016-08-29,51.9,Monday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,4.0,False,GROCERY I,0,1030,0,3.9,5.28
89377000,2016-08-29,51.9,Monday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,1.0,False,GROCERY I,0,1042,0,5.2,6.95
89377003,2016-08-29,51.9,Monday,1,1354390,Domino Granulated Sugar 4 lb,1.0,False,GROCERY I,0,1042,0,3.2,4.41
89377070,2016-08-29,51.9,Monday,1,1441514,Carolina Long Grain White Rice 5 lb,2.0,False,GROCERY I,0,1008,0,5.1,6.99
89377258,2016-08-29,51.9,Monday,1,1471460,Borden Whole Milk Gallon,5.0,False,DAIRY,0,2128,1,5.1,6.78
89377406,2016-08-29,51.9,Monday,1,1686685,"Dole Bananas, 2 lb Bunch",5.0,False,PRODUCE,0,2034,1,2.8,3.96
89377691,2016-08-29,51.9,Monday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,1.0,False,GROCERY I,0,1052,0,6.6,8.86
89469074,2016-08-30,54.75,Tuesday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,2.0,False,CLEANING,0,3024,0,6.8,8.86
89469523,2016-08-30,54.75,Tuesday,1,655749,Barilla Spaghetti Pasta 2 lb,6.0,False,GROCERY I,0,1096,0,5.9,7.85
89469581,2016-08-30,54.75,Tuesday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,5.0,False,GROCERY I,0,1070,0,6.2,8.29
89469982,2016-08-30,54.75,Tuesday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,6.0,True,BEVERAGES,0,1124,0,3.2,4.31
89470202,2016-08-30,54.75,Tuesday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,9.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
89470242,2016-08-30,54.75,Tuesday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,1.0,False,GROCERY I,0,1030,0,3.9,5.28
89470249,2016-08-30,54.75,Tuesday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,1.0,False,GROCERY I,0,1042,0,5.2,6.95
89470256,2016-08-30,54.75,Tuesday,1,1354390,Domino Granulated Sugar 4 lb,2.0,False,GROCERY I,0,1042,0,3.2,4.41
89470506,2016-08-30,54.75,Tuesday,1,1471460,Borden Whole Milk Gallon,6.0,False,DAIRY,0,2128,1,5.1,6.78
89470644,2016-08-30,54.75,Tuesday,1,1686685,"Dole Bananas, 2 lb Bunch",3.0,False,PRODUCE,0,2034,1,2.8,3.96
89561088,2016-08-31,56.85,Wednesday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,4.0,False,CLEANING,0,3024,0,6.8,8.86
89561367,2016-08-31,56.85,Wednesday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,2.0,False,GROCERY I,0,1096,0,6.6,8.84
89561422,2016-08-31,56.85,Wednesday,1,459804,Morton Iodized Salt 26 oz,2.0,False,GROCERY I,0,1086,0,2.2,3.11
89561588,2016-08-31,56.85,Wednesday,1,655749,Barilla Spaghetti Pasta 2 lb,1.0,False,GROCERY I,0,1096,0,5.9,7.85
89561655,2016-08-31,56.85,Wednesday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,7.0,False,GROCERY I,0,1070,0,6.2,8.29
89562079,2016-08-31,56.85,Wednesday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,10.0,True,BEVERAGES,0,1124,0,3.2,4.31
89562317,2016-08-31,56.85,Wednesday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,2.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
89562360,2016-08-31,56.85,Wednesday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,2.0,False,GROCERY I,0,1030,0,3.9,5.28
89562372,2016-08-31,56.85,Wednesday,1,1354390,Domino Granulated Sugar 4 lb,3.0,False,GROCERY I,0,1042,0,3.2,4.41
89562644,2016-08-31,56.85,Wednesday,1,1471460,Borden Whole Milk Gallon,1.0,False,DAIRY,0,2128,1,5.1,6.78
89562786,2016-08-31,56.85,Wednesday,1,1686685,"Dole Bananas, 2 lb Bunch",5.0,True,PRODUCE,0,2034,1,2.8,3.96
89563101,2016-08-31,56.85,Wednesday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,2.0,False,GROCERY I,0,1052,0,6.6,8.86
89656789,2016-09-01,56.1,Thursday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,2.0,False,CLEANING,0,3024,0,6.8,8.86
89657072,2016-09-01,56.1,Thursday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,1.0,False,GROCERY I,0,1096,0,6.6,8.84
89657124,2016-09-01,56.1,Thursday,1,459804,Morton Iodized Salt 26 oz,4.0,False,GROCERY I,0,1086,0,2.2,3.11
89657366,2016-09-01,56.1,Thursday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,2.0,False,GROCERY I,0,1070,0,6.2,8.29
89657791,2016-09-01,56.1,Thursday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,15.0,True,BEVERAGES,0,1124,0,3.2,4.31
89658027,2016-09-01,56.1,Thursday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,14.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
89658077,2016-09-01,56.1,Thursday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,4.0,False,GROCERY I,0,1030,0,3.9,5.28
89658355,2016-09-01,56.1,Thursday,1,1471460,Borden Whole Milk Gallon,2.0,False,DAIRY,0,2128,1,5.1,6.78
89658498,2016-09-01,56.1,Thursday,1,1686685,"Dole Bananas, 2 lb Bunch",3.0,False,PRODUCE,0,2034,1,2.8,3.96
89658810,2016-09-01,56.1,Thursday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,3.0,False,GROCERY I,0,1052,0,6.6,8.86
89754163,2016-09-02,55.15,Friday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,1.0,False,CLEANING,0,3024,0,6.8,8.86
89754499,2016-09-02,55.15,Friday,1,459804,Morton Iodized Salt 26 oz,1.0,False,GROCERY I,0,1086,0,2.2,3.11
89754667,2016-09-02,55.15,Friday,1,655749,Barilla Spaghetti Pasta 2 lb,3.0,False,GROCERY I,0,1096,0,5.9,7.85
89754747,2016-09-02,55.15,Friday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,7.0,False,GROCERY I,0,1070,0,6.2,8.29
